Entity,Code,Year,Income classifications (World Bank (2017)),primary_key
Belgium,BEL,2005,High income,BEL_2005
Belgium,BEL,2006,High income,BEL_2006
Belgium,BEL,2007,High income,BEL_2007
Belgium,BEL,2008,High income,BEL_2008
Belgium,BEL,2009,High income,BEL_2009
Belgium,BEL,2010,High income,BEL_2010
Belgium,BEL,2011,High income,BEL_2011
Belgium,BEL,2012,High income,BEL_2012
Belgium,BEL,2013,High income,BEL_2013
Belgium,BEL,2014,High income,BEL_2014
Belgium,BEL,2015,High income,BEL_2015
Belgium,BEL,2016,High income,BEL_2016
Belize,BLZ,1987,Lower-middle income,BLZ_1987
Belize,BLZ,1988,Lower-middle income,BLZ_1988
Belize,BLZ,1989,Lower-middle income,BLZ_1989
Belize,BLZ,1990,Lower-middle income,BLZ_1990
Belize,BLZ,1991,Lower-middle income,BLZ_1991
Belize,BLZ,1992,Lower-middle income,BLZ_1992
Belize,BLZ,1993,Lower-middle income,BLZ_1993
Belize,BLZ,1994,Lower-middle income,BLZ_1994
Belize,BLZ,1995,Lower-middle income,BLZ_1995
Belize,BLZ,1996,Lower-middle income,BLZ_1996
Belize,BLZ,1997,Lower-middle income,BLZ_1997
Belize,BLZ,1998,Lower-middle income,BLZ_1998
Belize,BLZ,1999,Lower-middle income,BLZ_1999
Belize,BLZ,2000,Lower-middle income,BLZ_2000
Belize,BLZ,2001,Lower-middle income,BLZ_2001
Belize,BLZ,2002,Upper-middle income,BLZ_2002
Belize,BLZ,2003,Upper-middle income,BLZ_2003
Belize,BLZ,2004,Upper-middle income,BLZ_2004
Belize,BLZ,2005,Upper-middle income,BLZ_2005
Belize,BLZ,2006,Upper-middle income,BLZ_2006
Belize,BLZ,2007,Upper-middle income,BLZ_2007
Belize,BLZ,2008,Lower-middle income,BLZ_2008
Belize,BLZ,2009,Lower-middle income,BLZ_2009
Belize,BLZ,2010,Lower-middle income,BLZ_2010
Belize,BLZ,2011,Lower-middle income,BLZ_2011
Belize,BLZ,2012,Upper-middle income,BLZ_2012
Belize,BLZ,2013,Upper-middle income,BLZ_2013
Belize,BLZ,2014,Upper-middle income,BLZ_2014
Belize,BLZ,2015,Upper-middle income,BLZ_2015
Belize,BLZ,2016,Upper-middle income,BLZ_2016
Benin,BEN,1987,Low income,BEN_1987
Benin,BEN,1988,Low income,BEN_1988
Benin,BEN,1989,Low income,BEN_1989
Benin,BEN,1990,Low income,BEN_1990
Benin,BEN,1991,Low income,BEN_1991
Benin,BEN,1992,Low income,BEN_1992
Benin,BEN,1993,Low income,BEN_1993
Benin,BEN,1994,Low income,BEN_1994
Benin,BEN,1995,Low income,BEN_1995
Benin,BEN,1996,Low income,BEN_1996
Benin,BEN,1997,Low income,BEN_1997
Benin,BEN,1998,Low income,BEN_1998
Benin,BEN,1999,Low income,BEN_1999
Benin,BEN,2000,Low income,BEN_2000
Benin,BEN,2001,Low income,BEN_2001
Benin,BEN,2002,Low income,BEN_2002
Benin,BEN,2003,Low income,BEN_2003
Benin,BEN,2004,Low income,BEN_2004
Benin,BEN,2005,Low income,BEN_2005
Benin,BEN,2006,Low income,BEN_2006
Benin,BEN,2007,Low income,BEN_2007
Benin,BEN,2008,Low income,BEN_2008
Benin,BEN,2009,Low income,BEN_2009
Benin,BEN,2010,Low income,BEN_2010
Benin,BEN,2011,Low income,BEN_2011
Benin,BEN,2012,Low income,BEN_2012
Benin,BEN,2013,Low income,BEN_2013
Benin,BEN,2014,Low income,BEN_2014
Benin,BEN,2015,Low income,BEN_2015
Benin,BEN,2016,Low income,BEN_2016
Bermuda,BMU,1987,High income,BMU_1987
Bermuda,BMU,1988,High income,BMU_1988
Bermuda,BMU,1989,High income,BMU_1989
Bermuda,BMU,1990,High income,BMU_1990
Bermuda,BMU,1991,High income,BMU_1991
Bermuda,BMU,1992,High income,BMU_1992
Bermuda,BMU,1993,High income,BMU_1993
Bermuda,BMU,1994,High income,BMU_1994
Bermuda,BMU,1995,High income,BMU_1995
Bermuda,BMU,1996,High income,BMU_1996
Bermuda,BMU,1997,High income,BMU_1997
Bermuda,BMU,1998,High income,BMU_1998
Bermuda,BMU,1999,High income,BMU_1999
Bermuda,BMU,2000,High income,BMU_2000
Bermuda,BMU,2001,High income,BMU_2001
Bermuda,BMU,2002,High income,BMU_2002
Bermuda,BMU,2003,High income,BMU_2003
Bermuda,BMU,2004,High income,BMU_2004
Bermuda,BMU,2005,High income,BMU_2005
Bermuda,BMU,2006,High income,BMU_2006
Bermuda,BMU,2007,High income,BMU_2007
Bermuda,BMU,2008,High income,BMU_2008
Bermuda,BMU,2009,High income,BMU_2009
Bermuda,BMU,2010,High income,BMU_2010
Bermuda,BMU,2011,High income,BMU_2011
Bermuda,BMU,2012,High income,BMU_2012
Bermuda,BMU,2013,High income,BMU_2013
Bermuda,BMU,2014,High income,BMU_2014
Bermuda,BMU,2015,High income,BMU_2015
Bermuda,BMU,2016,High income,BMU_2016
Bhutan,BTN,1987,Low income,BTN_1987
Bhutan,BTN,1988,Low income,BTN_1988
Bhutan,BTN,1989,Low income,BTN_1989
Bhutan,BTN,1990,Low income,BTN_1990
Bhutan,BTN,1991,Low income,BTN_1991
Bhutan,BTN,1992,Low income,BTN_1992
Bhutan,BTN,1993,Low income,BTN_1993
Bhutan,BTN,1994,Low income,BTN_1994
Bhutan,BTN,1995,Low income,BTN_1995
Bhutan,BTN,1996,Low income,BTN_1996
Bhutan,BTN,1997,Low income,BTN_1997
Bhutan,BTN,1998,Low income,BTN_1998
Bhutan,BTN,1999,Low income,BTN_1999
Bhutan,BTN,2000,Low income,BTN_2000
Bhutan,BTN,2001,Low income,BTN_2001
Bhutan,BTN,2002,Low income,BTN_2002
Bhutan,BTN,2003,Low income,BTN_2003
Bhutan,BTN,2004,Low income,BTN_2004
Bhutan,BTN,2005,Low income,BTN_2005
Bhutan,BTN,2006,Lower-middle income,BTN_2006
Bhutan,BTN,2007,Lower-middle income,BTN_2007
Bhutan,BTN,2008,Lower-middle income,BTN_2008
Bhutan,BTN,2009,Lower-middle income,BTN_2009
Bhutan,BTN,2010,Lower-middle income,BTN_2010
Bhutan,BTN,2011,Lower-middle income,BTN_2011
Bhutan,BTN,2012,Lower-middle income,BTN_2012
Bhutan,BTN,2013,Lower-middle income,BTN_2013
Bhutan,BTN,2014,Lower-middle income,BTN_2014
Bhutan,BTN,2015,Lower-middle income,BTN_2015
Bhutan,BTN,2016,Lower-middle income,BTN_2016
Bolivia,BOL,1987,Lower-middle income,BOL_1987
Bolivia,BOL,1988,Lower-middle income,BOL_1988
Bolivia,BOL,1989,Lower-middle income,BOL_1989
Bolivia,BOL,1990,Lower-middle income,BOL_1990
Bolivia,BOL,1991,Lower-middle income,BOL_1991
Bolivia,BOL,1992,Lower-middle income,BOL_1992
Bolivia,BOL,1993,Lower-middle income,BOL_1993
Bolivia,BOL,1994,Lower-middle income,BOL_1994
Bolivia,BOL,1995,Lower-middle income,BOL_1995
Bolivia,BOL,1996,Lower-middle income,BOL_1996
Bolivia,BOL,1997,Lower-middle income,BOL_1997
Bolivia,BOL,1998,Lower-middle income,BOL_1998
Bolivia,BOL,1999,Lower-middle income,BOL_1999
Bolivia,BOL,2000,Lower-middle income,BOL_2000
Bolivia,BOL,2001,Lower-middle income,BOL_2001
Bolivia,BOL,2002,Lower-middle income,BOL_2002
Bolivia,BOL,2003,Lower-middle income,BOL_2003
Bolivia,BOL,2004,Lower-middle income,BOL_2004
Bolivia,BOL,2005,Lower-middle income,BOL_2005
Bolivia,BOL,2006,Lower-middle income,BOL_2006
Bolivia,BOL,2007,Lower-middle income,BOL_2007
Bolivia,BOL,2008,Lower-middle income,BOL_2008
Bolivia,BOL,2009,Lower-middle income,BOL_2009
Bolivia,BOL,2010,Lower-middle income,BOL_2010
Bolivia,BOL,2011,Lower-middle income,BOL_2011
Bolivia,BOL,2012,Lower-middle income,BOL_2012
Bolivia,BOL,2013,Lower-middle income,BOL_2013
Bolivia,BOL,2014,Lower-middle income,BOL_2014
Bolivia,BOL,2015,Lower-middle income,BOL_2015
Bolivia,BOL,2016,Lower-middle income,BOL_2016
Bosnia and Herzegovina,BIH,1987,Not categorized,BIH_1987
Bosnia and Herzegovina,BIH,1988,Not categorized,BIH_1988
Bosnia and Herzegovina,BIH,1989,Not categorized,BIH_1989
Bosnia and Herzegovina,BIH,1990,Not categorized,BIH_1990
Bosnia and Herzegovina,BIH,1991,Not categorized,BIH_1991
Bosnia and Herzegovina,BIH,1992,Lower-middle income,BIH_1992
Bosnia and Herzegovina,BIH,1993,Low income,BIH_1993
Bosnia and Herzegovina,BIH,1994,Low income,BIH_1994
Bosnia and Herzegovina,BIH,1995,Low income,BIH_1995
Bosnia and Herzegovina,BIH,1996,Low income,BIH_1996
Bosnia and Herzegovina,BIH,1997,Low income,BIH_1997
Bosnia and Herzegovina,BIH,1998,Lower-middle income,BIH_1998
Bosnia and Herzegovina,BIH,1999,Lower-middle income,BIH_1999
Bosnia and Herzegovina,BIH,2000,Lower-middle income,BIH_2000
Bosnia and Herzegovina,BIH,2001,Lower-middle income,BIH_2001
Bosnia and Herzegovina,BIH,2002,Lower-middle income,BIH_2002
Bosnia and Herzegovina,BIH,2003,Lower-middle income,BIH_2003
Bosnia and Herzegovina,BIH,2004,Lower-middle income,BIH_2004
Bosnia and Herzegovina,BIH,2005,Lower-middle income,BIH_2005
Bosnia and Herzegovina,BIH,2006,Lower-middle income,BIH_2006
Bosnia and Herzegovina,BIH,2007,Lower-middle income,BIH_2007
Bosnia and Herzegovina,BIH,2008,Upper-middle income,BIH_2008
Bosnia and Herzegovina,BIH,2009,Upper-middle income,BIH_2009
Bosnia and Herzegovina,BIH,2010,Upper-middle income,BIH_2010
Bosnia and Herzegovina,BIH,2011,Upper-middle income,BIH_2011
Bosnia and Herzegovina,BIH,2012,Upper-middle income,BIH_2012
Bosnia and Herzegovina,BIH,2013,Upper-middle income,BIH_2013
Bosnia and Herzegovina,BIH,2014,Upper-middle income,BIH_2014
Bosnia and Herzegovina,BIH,2015,Upper-middle income,BIH_2015
Bosnia and Herzegovina,BIH,2016,Upper-middle income,BIH_2016
Botswana,BWA,1987,Lower-middle income,BWA_1987
Botswana,BWA,1988,Lower-middle income,BWA_1988
Botswana,BWA,1989,Lower-middle income,BWA_1989
Botswana,BWA,1990,Lower-middle income,BWA_1990
Botswana,BWA,1991,Upper-middle income,BWA_1991
Botswana,BWA,1992,Upper-middle income,BWA_1992
Botswana,BWA,1993,Lower-middle income,BWA_1993
Botswana,BWA,1994,Lower-middle income,BWA_1994
Botswana,BWA,1995,Lower-middle income,BWA_1995
Botswana,BWA,1996,Lower-middle income,BWA_1996
Botswana,BWA,1997,Upper-middle income,BWA_1997
Botswana,BWA,1998,Upper-middle income,BWA_1998
Botswana,BWA,1999,Upper-middle income,BWA_1999
Botswana,BWA,2000,Upper-middle income,BWA_2000
Botswana,BWA,2001,Upper-middle income,BWA_2001
Botswana,BWA,2002,Upper-middle income,BWA_2002
Botswana,BWA,2003,Upper-middle income,BWA_2003
Botswana,BWA,2004,Upper-middle income,BWA_2004
Botswana,BWA,2005,Upper-middle income,BWA_2005
Botswana,BWA,2006,Upper-middle income,BWA_2006
Botswana,BWA,2007,Upper-middle income,BWA_2007
Botswana,BWA,2008,Upper-middle income,BWA_2008
Botswana,BWA,2009,Upper-middle income,BWA_2009
Botswana,BWA,2010,Upper-middle income,BWA_2010
Botswana,BWA,2011,Upper-middle income,BWA_2011
Botswana,BWA,2012,Upper-middle income,BWA_2012
Botswana,BWA,2013,Upper-middle income,BWA_2013
Botswana,BWA,2014,Upper-middle income,BWA_2014
Botswana,BWA,2015,Upper-middle income,BWA_2015
Botswana,BWA,2016,Upper-middle income,BWA_2016
Brazil,BRA,1987,Upper-middle income,BRA_1987
Brazil,BRA,1988,Lower-middle income,BRA_1988
Brazil,BRA,1989,Upper-middle income,BRA_1989
Brazil,BRA,1990,Upper-middle income,BRA_1990
Brazil,BRA,1991,Upper-middle income,BRA_1991
Brazil,BRA,1992,Upper-middle income,BRA_1992
Brazil,BRA,1993,Upper-middle income,BRA_1993
Brazil,BRA,1994,Upper-middle income,BRA_1994
Brazil,BRA,1995,Upper-middle income,BRA_1995
Brazil,BRA,1996,Upper-middle income,BRA_1996
Brazil,BRA,1997,Upper-middle income,BRA_1997
Brazil,BRA,1998,Upper-middle income,BRA_1998
Brazil,BRA,1999,Upper-middle income,BRA_1999
Brazil,BRA,2000,Upper-middle income,BRA_2000
Brazil,BRA,2001,Upper-middle income,BRA_2001
Brazil,BRA,2002,Lower-middle income,BRA_2002
Brazil,BRA,2003,Lower-middle income,BRA_2003
Brazil,BRA,2004,Lower-middle income,BRA_2004
Brazil,BRA,2005,Lower-middle income,BRA_2005
Brazil,BRA,2006,Upper-middle income,BRA_2006
Brazil,BRA,2007,Upper-middle income,BRA_2007
Brazil,BRA,2008,Upper-middle income,BRA_2008
Brazil,BRA,2009,Upper-middle income,BRA_2009
Brazil,BRA,2010,Upper-middle income,BRA_2010
Brazil,BRA,2011,Upper-middle income,BRA_2011
Brazil,BRA,2012,Upper-middle income,BRA_2012
Brazil,BRA,2013,Upper-middle income,BRA_2013
Brazil,BRA,2014,Upper-middle income,BRA_2014
Brazil,BRA,2015,Upper-middle income,BRA_2015
Brazil,BRA,2016,Upper-middle income,BRA_2016
British Virgin Islands,VGB,1987,Not categorized,VGB_1987
British Virgin Islands,VGB,1988,Not categorized,VGB_1988
British Virgin Islands,VGB,1989,Not categorized,VGB_1989
British Virgin Islands,VGB,1990,Not categorized,VGB_1990
British Virgin Islands,VGB,1991,Not categorized,VGB_1991
British Virgin Islands,VGB,1992,Not categorized,VGB_1992
British Virgin Islands,VGB,1993,Not categorized,VGB_1993
British Virgin Islands,VGB,1994,Not categorized,VGB_1994
British Virgin Islands,VGB,1995,Not categorized,VGB_1995
British Virgin Islands,VGB,1996,Not categorized,VGB_1996
British Virgin Islands,VGB,1997,Not categorized,VGB_1997
British Virgin Islands,VGB,1998,Not categorized,VGB_1998
British Virgin Islands,VGB,1999,Not categorized,VGB_1999
British Virgin Islands,VGB,2000,Not categorized,VGB_2000
British Virgin Islands,VGB,2001,Not categorized,VGB_2001
British Virgin Islands,VGB,2002,Not categorized,VGB_2002
British Virgin Islands,VGB,2003,Not categorized,VGB_2003
British Virgin Islands,VGB,2004,Not categorized,VGB_2004
British Virgin Islands,VGB,2005,Not categorized,VGB_2005
British Virgin Islands,VGB,2006,Not categorized,VGB_2006
British Virgin Islands,VGB,2007,Not categorized,VGB_2007
British Virgin Islands,VGB,2008,Not categorized,VGB_2008
British Virgin Islands,VGB,2009,Not categorized,VGB_2009
British Virgin Islands,VGB,2010,Not categorized,VGB_2010
British Virgin Islands,VGB,2011,Not categorized,VGB_2011
British Virgin Islands,VGB,2012,Not categorized,VGB_2012
British Virgin Islands,VGB,2013,Not categorized,VGB_2013
British Virgin Islands,VGB,2014,Not categorized,VGB_2014
British Virgin Islands,VGB,2015,High income,VGB_2015
British Virgin Islands,VGB,2016,High income,VGB_2016
Brunei,BRN,1987,High income,BRN_1987
Brunei,BRN,1988,Not categorized,BRN_1988
Brunei,BRN,1989,Not categorized,BRN_1989
Brunei,BRN,1990,High income,BRN_1990
Brunei,BRN,1991,High income,BRN_1991
Brunei,BRN,1992,High income,BRN_1992
Brunei,BRN,1993,High income,BRN_1993
Brunei,BRN,1994,High income,BRN_1994
Brunei,BRN,1995,High income,BRN_1995
Brunei,BRN,1996,High income,BRN_1996
Brunei,BRN,1997,High income,BRN_1997
Brunei,BRN,1998,High income,BRN_1998
Brunei,BRN,1999,High income,BRN_1999
Brunei,BRN,2000,High income,BRN_2000
Brunei,BRN,2001,High income,BRN_2001
Brunei,BRN,2002,High income,BRN_2002
Brunei,BRN,2003,High income,BRN_2003
Brunei,BRN,2004,High income,BRN_2004
Brunei,BRN,2005,High income,BRN_2005
Brunei,BRN,2006,High income,BRN_2006
Brunei,BRN,2007,High income,BRN_2007
Brunei,BRN,2008,High income,BRN_2008
Brunei,BRN,2009,High income,BRN_2009
Brunei,BRN,2010,High income,BRN_2010
Brunei,BRN,2011,High income,BRN_2011
Brunei,BRN,2012,High income,BRN_2012
Brunei,BRN,2013,High income,BRN_2013
Brunei,BRN,2014,High income,BRN_2014
Brunei,BRN,2015,High income,BRN_2015
Brunei,BRN,2016,High income,BRN_2016
Bulgaria,BGR,1987,Not categorized,BGR_1987
Bulgaria,BGR,1988,Not categorized,BGR_1988
Bulgaria,BGR,1989,Lower-middle income,BGR_1989
Bulgaria,BGR,1990,Lower-middle income,BGR_1990
Bulgaria,BGR,1991,Lower-middle income,BGR_1991
Bulgaria,BGR,1992,Lower-middle income,BGR_1992
Bulgaria,BGR,1993,Lower-middle income,BGR_1993
Bulgaria,BGR,1994,Lower-middle income,BGR_1994
Bulgaria,BGR,1995,Lower-middle income,BGR_1995
Bulgaria,BGR,1996,Lower-middle income,BGR_1996
Bulgaria,BGR,1997,Lower-middle income,BGR_1997
Bulgaria,BGR,1998,Lower-middle income,BGR_1998
Bulgaria,BGR,1999,Lower-middle income,BGR_1999
Bulgaria,BGR,2000,Lower-middle income,BGR_2000
Bulgaria,BGR,2001,Lower-middle income,BGR_2001
Bulgaria,BGR,2002,Lower-middle income,BGR_2002
Bulgaria,BGR,2003,Lower-middle income,BGR_2003
Bulgaria,BGR,2004,Lower-middle income,BGR_2004
Bulgaria,BGR,2005,Lower-middle income,BGR_2005
Bulgaria,BGR,2006,Upper-middle income,BGR_2006
Bulgaria,BGR,2007,Upper-middle income,BGR_2007
Bulgaria,BGR,2008,Upper-middle income,BGR_2008
Bulgaria,BGR,2009,Upper-middle income,BGR_2009
Bulgaria,BGR,2010,Upper-middle income,BGR_2010
Bulgaria,BGR,2011,Upper-middle income,BGR_2011
Bulgaria,BGR,2012,Upper-middle income,BGR_2012
Bulgaria,BGR,2013,Upper-middle income,BGR_2013
Bulgaria,BGR,2014,Upper-middle income,BGR_2014
Bulgaria,BGR,2015,Upper-middle income,BGR_2015
Bulgaria,BGR,2016,Upper-middle income,BGR_2016
Burkina Faso,BFA,1987,Low income,BFA_1987
Burkina Faso,BFA,1988,Low income,BFA_1988
Burkina Faso,BFA,1989,Low income,BFA_1989
Burkina Faso,BFA,1990,Low income,BFA_1990
Burkina Faso,BFA,1991,Low income,BFA_1991
Burkina Faso,BFA,1992,Low income,BFA_1992
Burkina Faso,BFA,1993,Low income,BFA_1993
Burkina Faso,BFA,1994,Low income,BFA_1994
Burkina Faso,BFA,1995,Low income,BFA_1995
Burkina Faso,BFA,1996,Low income,BFA_1996
Burkina Faso,BFA,1997,Low income,BFA_1997
Burkina Faso,BFA,1998,Low income,BFA_1998
Burkina Faso,BFA,1999,Low income,BFA_1999
Burkina Faso,BFA,2000,Low income,BFA_2000
Burkina Faso,BFA,2001,Low income,BFA_2001
Burkina Faso,BFA,2002,Low income,BFA_2002
Burkina Faso,BFA,2003,Low income,BFA_2003
Burkina Faso,BFA,2004,Low income,BFA_2004
Burkina Faso,BFA,2005,Low income,BFA_2005
Burkina Faso,BFA,2006,Low income,BFA_2006
Burkina Faso,BFA,2007,Low income,BFA_2007
Burkina Faso,BFA,2008,Low income,BFA_2008
Burkina Faso,BFA,2009,Low income,BFA_2009
Burkina Faso,BFA,2010,Low income,BFA_2010
Burkina Faso,BFA,2011,Low income,BFA_2011
Burkina Faso,BFA,2012,Low income,BFA_2012
Burkina Faso,BFA,2013,Low income,BFA_2013
Burkina Faso,BFA,2014,Low income,BFA_2014
Burkina Faso,BFA,2015,Low income,BFA_2015
Burkina Faso,BFA,2016,Low income,BFA_2016
Burundi,BDI,1987,Low income,BDI_1987
Burundi,BDI,1988,Low income,BDI_1988
Burundi,BDI,1989,Low income,BDI_1989
Burundi,BDI,1990,Low income,BDI_1990
Burundi,BDI,1991,Low income,BDI_1991
Burundi,BDI,1992,Low income,BDI_1992
Burundi,BDI,1993,Low income,BDI_1993
Burundi,BDI,1994,Low income,BDI_1994
Burundi,BDI,1995,Low income,BDI_1995
Burundi,BDI,1996,Low income,BDI_1996
Burundi,BDI,1997,Low income,BDI_1997
Burundi,BDI,1998,Low income,BDI_1998
Burundi,BDI,1999,Low income,BDI_1999
Burundi,BDI,2000,Low income,BDI_2000
Burundi,BDI,2001,Low income,BDI_2001
Burundi,BDI,2002,Low income,BDI_2002
Burundi,BDI,2003,Low income,BDI_2003
Burundi,BDI,2004,Low income,BDI_2004
Burundi,BDI,2005,Low income,BDI_2005
Burundi,BDI,2006,Low income,BDI_2006
Burundi,BDI,2007,Low income,BDI_2007
Burundi,BDI,2008,Low income,BDI_2008
Burundi,BDI,2009,Low income,BDI_2009
Burundi,BDI,2010,Low income,BDI_2010
Burundi,BDI,2011,Low income,BDI_2011
Burundi,BDI,2012,Low income,BDI_2012
Burundi,BDI,2013,Low income,BDI_2013
Burundi,BDI,2014,Low income,BDI_2014
Burundi,BDI,2015,Low income,BDI_2015
Burundi,BDI,2016,Low income,BDI_2016
Cambodia,KHM,1987,Low income,KHM_1987
Cambodia,KHM,1988,Low income,KHM_1988
Cambodia,KHM,1989,Low income,KHM_1989
Cambodia,KHM,1990,Low income,KHM_1990
Cambodia,KHM,1991,Low income,KHM_1991
Cambodia,KHM,1992,Low income,KHM_1992
Cambodia,KHM,1993,Low income,KHM_1993
Cambodia,KHM,1994,Low income,KHM_1994
Cambodia,KHM,1995,Low income,KHM_1995
Cambodia,KHM,1996,Low income,KHM_1996
Cambodia,KHM,1997,Low income,KHM_1997
Cambodia,KHM,1998,Low income,KHM_1998
Cambodia,KHM,1999,Low income,KHM_1999
Cambodia,KHM,2000,Low income,KHM_2000
Cambodia,KHM,2001,Low income,KHM_2001
Cambodia,KHM,2002,Low income,KHM_2002
Cambodia,KHM,2003,Low income,KHM_2003
Cambodia,KHM,2004,Low income,KHM_2004
Cambodia,KHM,2005,Low income,KHM_2005
Cambodia,KHM,2006,Low income,KHM_2006
Cambodia,KHM,2007,Low income,KHM_2007
Cambodia,KHM,2008,Low income,KHM_2008
Cambodia,KHM,2009,Low income,KHM_2009
Cambodia,KHM,2010,Low income,KHM_2010
Cambodia,KHM,2011,Low income,KHM_2011
Cambodia,KHM,2012,Low income,KHM_2012
Cambodia,KHM,2013,Low income,KHM_2013
Cambodia,KHM,2014,Low income,KHM_2014
Cambodia,KHM,2015,Lower-middle income,KHM_2015
Cambodia,KHM,2016,Lower-middle income,KHM_2016
Cameroon,CMR,1987,Lower-middle income,CMR_1987
Cameroon,CMR,1988,Lower-middle income,CMR_1988
Cameroon,CMR,1989,Lower-middle income,CMR_1989
Cameroon,CMR,1990,Lower-middle income,CMR_1990
Cameroon,CMR,1991,Lower-middle income,CMR_1991
Cameroon,CMR,1992,Lower-middle income,CMR_1992
Cameroon,CMR,1993,Lower-middle income,CMR_1993
Cameroon,CMR,1994,Low income,CMR_1994
Cameroon,CMR,1995,Low income,CMR_1995
Cameroon,CMR,1996,Low income,CMR_1996
Cameroon,CMR,1997,Low income,CMR_1997
Cameroon,CMR,1998,Low income,CMR_1998
Cameroon,CMR,1999,Low income,CMR_1999
Cameroon,CMR,2000,Low income,CMR_2000
Cameroon,CMR,2001,Low income,CMR_2001
Cameroon,CMR,2002,Low income,CMR_2002
Cameroon,CMR,2003,Low income,CMR_2003
Cameroon,CMR,2004,Low income,CMR_2004
Cameroon,CMR,2005,Lower-middle income,CMR_2005
Cameroon,CMR,2006,Lower-middle income,CMR_2006
Cameroon,CMR,2007,Lower-middle income,CMR_2007
Cameroon,CMR,2008,Lower-middle income,CMR_2008
Cameroon,CMR,2009,Lower-middle income,CMR_2009
Cameroon,CMR,2010,Lower-middle income,CMR_2010
